## [iView]
## Converted from:	C:\Users\iView X\Desktop\Results\manybabies1_longerelmo\mb-s9-[dcb4b0c3-d2e2-4c35-bad2-f5676d4a973e]\mb-s9-eye_data.idf
## Date:	12.09.2016 11:07:15
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	30
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	11379                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	mb-s9                                                                                                                                                                                                                                                           
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1024	768
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1044602-1524//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
3652578489	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	 -1	
3652645105	SMP	1	1359.45	770.74	1153.91	783.97	16.55	16.55	3.41	9.80	9.80	2.17	0.00	0.00	1357.27	771.45	0.00	0.00	1153.83	788.59	-37.68	718.20	191.33	137.79	0	1	1	2	-1	-1	-2.22	-2.61	687.17	45.03	-6.80	736.82	-0.25	0.04	-0.97	-0.21	0.23	-0.95	0	 -1	
3652678422	SMP	1	1367.95	772.78	0.00	0.00	15.99	15.99	3.25	0.00	0.00	0.00	1365.73	773.38	1373.81	773.37	0.00	0.00	0.00	0.00	662.53	734.84	0.00	0.00	0	1	0	1	-1	-1	-5.38	-2.84	645.53	0.00	0.00	0.00	0.08	0.03	-1.00	0.00	0.00	0.00	0	 -1	
3652711767	SMP	1	1376.39	775.27	0.00	0.00	16.14	16.14	3.21	0.00	0.00	0.00	1374.41	776.15	1382.24	776.12	0.00	0.00	0.00	0.00	668.41	721.48	0.00	0.00	0	1	0	1	-1	-1	-7.19	-3.44	651.48	0.00	0.00	0.00	0.09	0.04	-0.99	0.00	0.00	0.00	0	 -1	
3652745057	SMP	1	1384.82	777.71	0.00	0.00	16.61	16.61	3.22	0.00	0.00	0.00	1382.57	778.20	1390.40	778.45	0.00	0.00	0.00	0.00	662.19	732.53	0.00	0.00	0	1	0	1	-1	-1	-8.89	-3.90	652.63	0.00	0.00	0.00	0.08	0.03	-1.00	0.00	0.00	0.00	0	 -1	
3652778388	SMP	1	1390.29	778.29	0.00	0.00	16.22	16.22	3.22	0.00	0.00	0.00	1388.03	778.91	1395.72	778.91	0.00	0.00	0.00	0.00	657.58	733.85	0.00	0.00	0	1	0	1	-1	-1	-10.07	-4.04	656.39	0.00	0.00	0.00	0.08	0.03	-1.00	0.00	0.00	0.00	0	 -1	
3652811729	SMP	1	1394.80	778.76	0.00	0.00	16.01	16.01	3.20	0.00	0.00	0.00	1392.63	779.23	1400.41	779.47	0.00	0.00	0.00	0.00	658.84	736.40	0.00	0.00	0	1	0	1	-1	-1	-11.02	-4.13	655.61	0.00	0.00	0.00	0.09	0.03	-1.00	0.00	0.00	0.00	0	 -1	
3652845011	SMP	1	1399.22	780.28	0.00	0.00	15.72	15.72	3.18	0.00	0.00	0.00	1396.94	780.97	1404.60	781.02	0.00	0.00	0.00	0.00	655.01	732.69	0.00	0.00	0	1	0	1	-1	-1	-11.94	-4.48	657.83	0.00	0.00	0.00	0.08	0.04	-1.00	0.00	0.00	0.00	0	 -1	
3652878382	SMP	1	1403.47	782.71	0.00	0.00	15.72	15.72	3.16	0.00	0.00	0.00	1401.32	783.26	1409.12	783.42	0.00	0.00	0.00	0.00	657.41	735.02	0.00	0.00	0	1	0	1	-1	-1	-12.85	-4.96	656.44	0.00	0.00	0.00	0.09	0.03	-1.00	0.00	0.00	0.00	0	 -1	
3652911694	SMP	1	1407.77	785.23	0.00	0.00	16.16	16.16	3.17	0.00	0.00	0.00	1405.30	785.35	1413.01	785.33	0.00	0.00	0.00	0.00	650.34	775.86	0.00	0.00	0	1	0	1	-1	-1	-13.69	-5.39	657.46	0.00	0.00	0.00	0.08	0.01	-1.00	0.00	0.00	0.00	0	 -1	
3652944996	SMP	1	1410.98	784.29	0.00	0.00	15.64	15.64	3.15	0.00	0.00	0.00	1408.67	785.02	1416.47	785.10	0.00	0.00	0.00	0.00	652.06	731.11	0.00	0.00	0	1	0	1	-1	-1	-14.38	-5.32	656.80	0.00	0.00	0.00	0.09	0.04	-1.00	0.00	0.00	0.00	0	 -1	
3652978339	SMP	1	1414.79	781.54	0.00	0.00	15.78	15.78	3.14	0.00	0.00	0.00	1412.57	782.02	1420.26	782.03	0.00	0.00	0.00	0.00	652.50	741.41	0.00	0.00	0	1	0	1	-1	-1	-15.21	-4.70	657.75	0.00	0.00	0.00	0.09	0.03	-1.00	0.00	0.00	0.00	0	 -1	
3653011665	SMP	1	1419.36	777.46	0.00	0.00	15.92	15.92	3.14	0.00	0.00	0.00	1417.23	777.98	1424.82	778.03	0.00	0.00	0.00	0.00	653.22	741.46	0.00	0.00	0	1	0	1	-1	-1	-16.20	-3.87	659.09	0.00	0.00	0.00	0.09	0.03	-1.00	0.00	0.00	0.00	0	 -1	
3653045002	SMP	1	1425.00	774.28	0.00	0.00	15.78	15.78	3.14	0.00	0.00	0.00	1422.89	775.13	1430.64	775.15	0.00	0.00	0.00	0.00	654.21	729.24	0.00	0.00	0	1	0	1	-1	-1	-17.38	-3.26	658.25	0.00	0.00	0.00	0.10	0.04	-0.99	0.00	0.00	0.00	0	 -1	
3653078333	SMP	1	1432.18	772.18	0.00	0.00	16.20	16.20	3.15	0.00	0.00	0.00	1429.74	772.66	1437.52	772.78	0.00	0.00	0.00	0.00	648.49	742.09	0.00	0.00	0	1	0	1	-1	-1	-18.80	-2.76	657.96	0.00	0.00	0.00	0.09	0.03	-1.00	0.00	0.00	0.00	0	 -1	
3653111647	SMP	1	1439.35	772.83	0.00	0.00	16.24	16.24	3.16	0.00	0.00	0.00	1437.07	773.33	1444.81	773.37	0.00	0.00	0.00	0.00	649.48	743.60	0.00	0.00	0	1	0	1	-1	-1	-20.33	-2.89	658.22	0.00	0.00	0.00	0.10	0.03	-0.99	0.00	0.00	0.00	0	 -1	
3653144991	SMP	1	1445.65	774.95	0.00	0.00	16.04	16.04	3.16	0.00	0.00	0.00	1443.43	775.43	1451.20	775.49	0.00	0.00	0.00	0.00	650.85	745.59	0.00	0.00	0	1	0	1	-1	-1	-21.66	-3.33	658.01	0.00	0.00	0.00	0.10	0.03	-0.99	0.00	0.00	0.00	0	 -1	
